episode,time_h,completed,attempts,errors,err_rate,err_target,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,episode_reward,episode_steps,mean_speed,mean_care,policy_loss,value_loss,entropy,kl_divergence,novelty,mean_weight,p90_weight
965,1.0,103,108,5,0.0463,0.06,103.0,60.0,26.13,18.0,1.4517,1.7167,26.03,0.0448,1671.58,60,0.543,0.39,51.30898,123063.055469,5.088009,-1.211025,0.0,1.0,1.3598
966,1.0,83,89,6,0.0674,0.06,83.0,60.0,19.3,18.0,1.0725,1.3833,19.2,0.0449,1263.21,60,0.594,0.423,0.797303,64216.445312,5.090583,-0.82254,0.0,1.0,1.4252
967,1.0,89,93,4,0.043,0.06,89.0,60.0,22.87,18.0,1.2707,1.4833,22.77,0.0447,1398.98,60,0.489,0.279,0.576738,72156.678906,5.091979,-0.970972,0.0,1.0,1.4244
968,1.0,82,83,1,0.012,0.06,82.0,60.0,23.61,18.0,1.3118,1.3667,23.51,0.0443,1227.05,60,0.485,0.487,3.114462,67615.078906,5.092595,-0.94217,0.0,1.0,1.4144
969,1.0,89,95,6,0.0632,0.06,89.0,60.0,21.08,18.0,1.1711,1.4833,20.98,0.0443,1187.8,60,0.51,0.435,0.841811,50339.695703,5.093042,-0.863433,0.0,1.0,1.4436
970,1.0,95,104,9,0.0865,0.06,95.0,60.0,20.28,18.0,1.1266,1.5833,20.18,0.0446,1332.89,60,0.677,0.493,0.721971,63620.898438,5.093337,-0.815465,0.0,1.0,1.405
971,1.0,93,100,7,0.07,0.06,93.0,60.0,21.39,18.0,1.1883,1.55,21.29,0.0447,1360.4,60,0.686,0.439,1.452259,81127.642188,5.093553,-1.035602,0.0,1.0,1.3751
972,1.0,101,109,8,0.0734,0.06,101.0,60.0,22.89,18.0,1.2715,1.6833,22.79,0.0448,1157.91,60,0.576,0.461,0.812323,53805.142969,5.093768,-0.879891,0.0,1.0,1.4715
973,1.0,93,97,4,0.0412,0.06,93.0,60.0,24.06,18.0,1.3369,1.55,23.96,0.0446,1500.66,60,0.578,0.526,0.807531,81726.884375,5.093954,-0.891487,0.0,1.0,1.3876
974,1.0,80,87,7,0.0805,0.06,80.0,60.0,17.56,18.0,0.9757,1.3333,17.46,0.0448,901.54,60,0.546,0.458,3.67812,34501.14375,5.094209,-1.174899,0.0,1.0,1.4437
975,1.0,82,85,3,0.0353,0.06,82.0,60.0,21.71,18.0,1.2059,1.3667,21.61,0.0446,984.26,60,0.485,0.466,2.208715,39750.478125,5.094722,-0.934595,0.0,1.0,1.4701
976,1.0,91,100,9,0.09,0.06,91.0,60.0,19.11,18.0,1.0617,1.5167,19.01,0.0449,863.49,60,0.546,0.472,31.105769,26749.814062,5.09609,-0.856711,0.0,1.0,1.4458
977,1.0,98,106,8,0.0755,0.06,98.0,60.0,22.0,18.0,1.2224,1.6333,21.9,0.045,1288.47,60,0.522,0.237,1.771404,61650.321484,5.099636,-0.996653,0.0,1.0,1.3682
978,1.0,98,104,6,0.0577,0.06,98.0,60.0,23.75,18.0,1.3192,1.6333,23.65,0.045,1399.37,60,0.598,0.456,4.182566,77081.141406,5.101652,-0.998835,0.0,1.0,1.3995
979,1.0,89,92,3,0.0326,0.06,89.0,60.0,23.8,18.0,1.3221,1.4833,23.7,0.0447,1280.19,60,0.526,0.413,2.435607,68062.278125,5.102692,-0.972807,0.0,1.0,1.4065
980,1.0,82,91,9,0.0989,0.06,82.0,60.0,16.49,18.0,0.9161,1.3667,16.39,0.0451,977.51,60,0.611,0.421,19.458647,35271.039062,5.10384,-1.113233,0.0,1.0,1.3932
981,1.0,91,101,10,0.099,0.06,91.0,60.0,18.29,18.0,1.0161,1.5167,18.19,0.0455,980.87,60,0.574,0.419,1.415341,39777.773438,5.106128,-0.796118,0.0,1.0,1.4196
982,1.0,93,104,11,0.1058,0.06,93.0,60.0,18.06,18.0,1.0035,1.55,17.96,0.046,1096.87,60,0.599,0.397,1.588759,42052.848828,5.107458,-0.972875,0.0,1.0,1.4058
983,1.0,91,97,6,0.0619,0.06,91.0,60.0,21.67,18.0,1.204,1.5167,21.57,0.046,1253.95,60,0.647,0.384,2.265643,57128.108984,5.108166,-1.003331,0.0,1.0,1.4122
984,1.0,92,99,7,0.0707,0.06,92.0,60.0,21.09,18.0,1.1719,1.5333,20.99,0.0461,1254.85,60,0.562,0.413,1.641877,60394.793359,5.10866,-0.854598,0.0,1.0,1.3982
985,1.0,96,103,7,0.068,0.06,96.0,60.0,22.28,18.0,1.2375,1.6,22.18,0.0462,1726.3,60,0.594,0.377,3.970127,106098.6375,5.109066,-1.133259,0.0,1.0,1.3901
986,1.0,84,89,5,0.0562,0.06,84.0,60.0,20.48,18.0,1.1378,1.4,20.38,0.0461,1261.14,60,0.664,0.59,1.345393,60832.503516,5.109494,-0.895768,0.0,1.0,1.3872
987,1.0,95,104,9,0.0865,0.06,95.0,60.0,20.28,18.0,1.1266,1.5833,20.18,0.0464,1501.7,60,0.495,0.52,0.939245,83395.788281,5.109823,-0.874048,0.0,1.0,1.3901
988,1.0,97,102,5,0.049,0.06,97.0,60.0,24.35,18.0,1.3525,1.6167,24.25,0.0463,1323.12,60,0.585,0.353,0.789433,66872.851562,5.110058,-0.677729,0.0,1.0,1.4506
989,1.0,103,104,1,0.0096,0.06,103.0,60.0,29.91,18.0,1.6616,1.7167,29.81,0.0458,1759.54,60,0.487,0.494,1.925585,136185.375,5.110256,-0.950806,0.0,1.0,1.3669
990,1.0,89,97,8,0.0825,0.06,89.0,60.0,19.36,18.0,1.0755,1.4833,19.26,0.046,1254.21,60,0.626,0.384,1.111226,65232.366797,5.110468,-0.766436,0.0,1.0,1.338
991,1.0,88,95,7,0.0737,0.06,88.0,60.0,19.92,18.0,1.1064,1.4667,19.82,0.0461,977.14,60,0.555,0.419,9.70722,40419.445312,5.110917,-1.067417,0.0,1.0,1.4872
992,1.0,99,104,5,0.0481,0.06,99.0,60.0,24.94,18.0,1.3856,1.65,24.84,0.046,1593.71,60,0.513,0.396,1.184425,110943.357031,5.11195,-0.968845,0.0,1.0,1.3998
993,1.0,78,85,7,0.0824,0.06,78.0,60.0,16.98,18.0,0.9431,1.3,16.88,0.0462,1037.27,60,0.583,0.364,0.701243,45170.576953,5.112574,-0.795058,0.0,1.0,1.362
994,1.0,85,90,5,0.0556,0.06,85.0,60.0,20.78,18.0,1.1543,1.4167,20.68,0.0462,1328.38,60,0.453,0.42,1.407192,64064.369531,5.112933,-1.019287,0.0,1.0,1.3864
995,1.0,89,98,9,0.0918,0.06,89.0,60.0,18.53,18.0,1.0293,1.4833,18.43,0.0465,1348.84,60,0.586,0.378,0.833959,75992.702344,5.11322,-0.807004,0.0,1.0,1.4032
996,1.0,87,94,7,0.0745,0.06,87.0,60.0,19.62,18.0,1.0901,1.45,19.52,0.0467,1352.26,60,0.442,0.43,2.761051,76216.253906,5.113482,-1.228106,0.0,1.0,1.3353
997,1.0,92,96,4,0.0417,0.06,92.0,60.0,23.77,18.0,1.3204,1.5333,23.67,0.0465,1593.63,60,0.605,0.542,2.561895,101805.515625,5.113836,-0.749365,0.0,1.0,1.3958
998,1.0,106,111,5,0.045,0.06,106.0,60.0,27.03,18.0,1.5014,1.7667,26.93,0.0463,1635.36,60,0.627,0.421,1.403408,107176.523438,5.11418,-0.921096,0.0,1.0,1.3714
999,1.0,96,104,8,0.0769,0.06,96.0,60.0,21.42,18.0,1.1897,1.6,21.32,0.0465,1209.66,60,0.711,0.375,0.598675,65425.208984,5.114443,-0.968792,0.0,1.0,1.4176
